ID,Año del hecho,Sexo de la victima,Grupo de edad de la victima,Mes del hecho,Dia del hecho,Departamento del hecho DANE,Municipio del hecho DANE,Lesion fatal de causa externa,Estado
1864,2017,Hombre,(65 a 69),julio,lunes,Antioquia,Ebéjico,Violenta - Muertes accidentales,Datos definitivos
1865,2017,Hombre,(65 a 69),julio,miércoles,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1866,2017,Hombre,(25 a 29),julio,sábado,Antioquia,Tarazá,Violenta - Muertes accidentales,Datos definitivos
1867,2017,Hombre,(20 a 24),julio,jueves,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1868,2017,Mujer,(70 a 74),julio,viernes,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1869,2017,Hombre,(35 a 39),julio,viernes,Antioquia,Buriticá,Violenta - Muertes accidentales,Datos definitivos
1870,2017,Hombre,(45 a 49),julio,viernes,Antioquia,Buriticá,Violenta - Muertes accidentales,Datos definitivos
1871,2017,Hombre,(30 a 34),julio,viernes,Antioquia,Buriticá,Violenta - Muertes accidentales,Datos definitivos
1872,2017,Hombre,(50 a 54),julio,viernes,Antioquia,Buriticá,Violenta - Muertes accidentales,Datos definitivos
1873,2017,Hombre,(40 a 44),julio,viernes,Antioquia,Buriticá,Violenta - Muertes accidentales,Datos definitivos
1874,2017,Hombre,(30 a 34),julio,viernes,Antioquia,Buriticá,Violenta - Muertes accidentales,Datos definitivos
1875,2017,Hombre,(50 a 54),julio,sábado,Antioquia,Itagüí,Violenta - Muertes accidentales,Datos definitivos
1876,2017,Mujer,(75 a 79),junio,miércoles,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1877,2017,Hombre,(20 a 24),julio,martes,Antioquia,Bello,Violenta - Muertes accidentales,Datos definitivos
1878,2017,Hombre,(65 a 69),julio,viernes,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1879,2017,Hombre,(00 a 04),agosto,martes,Antioquia,Frontino,Violenta - Muertes accidentales,Datos definitivos
1880,2017,Hombre,(80 y más),agosto,miércoles,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1881,2017,Hombre,(60 a 64),agosto,jueves,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1882,2017,Hombre,(65 a 69),julio,lunes,Antioquia,Amagá,Violenta - Muertes accidentales,Datos definitivos
1883,2017,Hombre,(45 a 49),julio,domingo,Antioquia,Copacabana,Violenta - Muertes accidentales,Datos definitivos
1884,2017,Hombre,(60 a 64),agosto,sábado,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1885,2017,Hombre,(35 a 39),agosto,viernes,Antioquia,Itagüí,Violenta - Muertes accidentales,Datos definitivos
1886,2017,Hombre,(60 a 64),julio,miércoles,Antioquia,Vegachí,Violenta - Muertes accidentales,Datos definitivos
1887,2017,Hombre,(55 a 59),julio,lunes,Antioquia,Puerto Berrío,Violenta - Muertes accidentales,Datos definitivos
1888,2017,Hombre,(55 a 59),agosto,sábado,Antioquia,Amalfi,Violenta - Muertes accidentales,Datos definitivos
1889,2017,Hombre,(65 a 69),agosto,domingo,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1890,2017,Hombre,(45 a 49),agosto,viernes,Antioquia,Tarso,Violenta - Muertes accidentales,Datos definitivos
1891,2017,Hombre,(60 a 64),agosto,domingo,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1892,2017,Hombre,(80 y más),agosto,domingo,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1893,2017,Hombre,(70 a 74),agosto,martes,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1894,2017,Hombre,(05 a 09),agosto,domingo,Sucre,Coveñas,Violenta - Muertes accidentales,Datos definitivos
1895,2017,Hombre,(55 a 59),agosto,viernes,Antioquia,Caicedo,Violenta - Muertes accidentales,Datos definitivos
1896,2017,Hombre,(15 a 17),agosto,viernes,Antioquia,Segovia,Violenta - Muertes accidentales,Datos definitivos
1897,2017,Mujer,(70 a 74),agosto,sábado,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1898,2017,Hombre,(80 y más),agosto,sábado,Antioquia,Medellín,Violenta - Muertes accidentales,Datos definitivos
1899,2017,Hombre,(80 y más),agosto,lunes,Antioquia,Carolina,Violenta - Muertes accidentales,Datos definitivos
1900,2017,Hombre,(05 a 09),marzo,viernes,Putumayo,Mocoa,Violenta - Muertes accidentales,Datos definitivos
1901,2017,Hombre,(05 a 09),marzo,viernes,Putumayo,Mocoa,Violenta - Muertes accidentales,Datos definitivos
1902,2017,Indeterminado,(40 a 44),marzo,viernes,Putumayo,Mocoa,Violenta - Muertes accidentales,Datos definitivos
1903,2017,Mujer,(10 a 14),junio,domingo,Putumayo,Mocoa,Violenta - Muertes accidentales,Datos definitivos
1904,2017,Indeterminado,(30 a 34),marzo,viernes,Putumayo,Mocoa,Violenta - Muertes accidentales,Datos definitivos
1905,2017,Hombre,(20 a 24),julio,sábado,Córdoba,Montelíbano,Violenta - Muertes accidentales,Datos definitivos
1906,2017,Hombre,(70 a 74),agosto,martes,Córdoba,Montelíbano,Violenta - Muertes accidentales,Datos definitivos
1907,2017,Hombre,(20 a 24),julio,jueves,Antioquia,El Bagre,Violenta - Muertes accidentales,Datos definitivos
1908,2017,Hombre,(00 a 04),mayo,miércoles,Córdoba,Montería,Violenta - Muertes accidentales,Datos definitivos
1909,2017,Hombre,(20 a 24),mayo,domingo,Córdoba,Montería,Violenta - Muertes accidentales,Datos definitivos
1910,2017,Hombre,(60 a 64),mayo,viernes,Antioquia,El Bagre,Violenta - Muertes accidentales,Datos definitivos
1911,2017,Hombre,(50 a 54),junio,lunes,Córdoba,Tierralta,Violenta - Muertes accidentales,Datos definitivos
1912,2017,Hombre,(60 a 64),mayo,martes,Antioquia,Zaragoza,Violenta - Muertes accidentales,Datos definitivos
1913,2017,Hombre,(20 a 24),junio,jueves,Córdoba,Montería,Violenta - Muertes accidentales,Datos definitivos
1914,2017,Hombre,(45 a 49),junio,sábado,Córdoba,Puerto Libertador,Violenta - Muertes accidentales,Datos definitivos
1915,2017,Hombre,(05 a 09),julio,sábado,Córdoba,Tierralta,Violenta - Muertes accidentales,Datos definitivos
1916,2017,Hombre,(45 a 49),julio,domingo,Córdoba,Tierralta,Violenta - Muertes accidentales,Datos definitivos
1917,2017,Hombre,(25 a 29),agosto,lunes,Córdoba,Montería,Violenta - Muertes accidentales,Datos definitivos
1918,2017,Mujer,(00 a 04),agosto,viernes,Córdoba,Montería,Violenta - Muertes accidentales,Datos definitivos
1919,2017,Hombre,(25 a 29),agosto,domingo,Córdoba,Lorica,Violenta - Muertes accidentales,Datos definitivos
1920,2017,Hombre,(30 a 34),agosto,lunes,Córdoba,Montería,Violenta - Muertes accidentales,Datos definitivos
1921,2017,Hombre,(30 a 34),agosto,martes,Córdoba,Montería,Violenta - Muertes accidentales,Datos definitivos
1922,2017,Hombre,(35 a 39),agosto,jueves,Cundinamarca,Chía,Violenta - Muertes accidentales,Datos definitivos
1923,2017,Hombre,(30 a 34),junio,jueves,Cundinamarca,Guasca,Violenta - Muertes accidentales,Datos definitivos
1924,2017,Hombre,(55 a 59),julio,lunes,Cundinamarca,Mosquera,Violenta - Muertes accidentales,Datos definitivos
1925,2017,Mujer,(05 a 09),julio,lunes,Cundinamarca,Madrid,Violenta - Muertes accidentales,Datos definitivos
1926,2017,Hombre,(35 a 39),julio,miércoles,Cundinamarca,Madrid,Violenta - Muertes accidentales,Datos definitivos
1927,2017,Hombre,(40 a 44),julio,lunes,Cundinamarca,Funza,Violenta - Muertes accidentales,Datos definitivos
1928,2017,Hombre,(20 a 24),agosto,miércoles,Cundinamarca,Cota,Violenta - Muertes accidentales,Datos definitivos
1929,2017,Hombre,(00 a 04),julio,sábado,Cundinamarca,Sopó,Violenta - Muertes accidentales,Datos definitivos
1930,2017,Hombre,(70 a 74),junio,jueves,Boyacá,Chita,Violenta - Muertes accidentales,Datos definitivos
1931,2017,Hombre,(00 a 04),junio,viernes,Santander,Capitanejo,Violenta - Muertes accidentales,Datos definitivos
1932,2017,Hombre,(75 a 79),mayo,miércoles,Santander,Concepción,Violenta - Muertes accidentales,Datos definitivos
1933,2017,Hombre,(20 a 24),junio,lunes,Antioquia,Mutatá,Violenta - Muertes accidentales,Datos definitivos
1934,2017,Hombre,(20 a 24),agosto,martes,Antioquia,Mutatá,Violenta - Muertes accidentales,Datos definitivos
1935,2017,Hombre,(55 a 59),agosto,viernes,Antioquia,Dabeiba,Violenta - Muertes accidentales,Datos definitivos
1936,2017,Hombre,(60 a 64),agosto,viernes,Antioquia,Dabeiba,Violenta - Muertes accidentales,Datos definitivos
1937,2017,Mujer,(25 a 29),mayo,miércoles,Chocó,Acandí,Violenta - Muertes accidentales,Datos definitivos
1938,2017,Hombre,(75 a 79),marzo,jueves,Huila,Gigante,Violenta - Muertes accidentales,Datos definitivos
1939,2017,Hombre,(70 a 74),abril,lunes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
1940,2017,Hombre,(80 y más),mayo,jueves,Huila,Tello,Violenta - Muertes accidentales,Datos definitivos
1941,2017,Mujer,(80 y más),abril,domingo,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
1942,2017,Mujer,(00 a 04),mayo,viernes,Huila,Campoalegre,Violenta - Muertes accidentales,Datos definitivos
1943,2017,Hombre,(45 a 49),mayo,lunes,Huila,Palermo,Violenta - Muertes accidentales,Datos definitivos
1944,2017,Hombre,(30 a 34),mayo,martes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
1945,2017,Mujer,(00 a 04),junio,sábado,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
1946,2017,Hombre,(45 a 49),junio,martes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
1947,2017,Hombre,(50 a 54),junio,lunes,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
1948,2017,Hombre,(18 a 19),junio,domingo,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
1949,2017,Hombre,(60 a 64),marzo,viernes,Putumayo,Mocoa,Violenta - Muertes accidentales,Datos definitivos
1950,2017,Mujer,(80 y más),junio,viernes,Huila,Villavieja,Violenta - Muertes accidentales,Datos definitivos
1951,2017,Hombre,(80 y más),julio,viernes,Huila,La Plata,Violenta - Muertes accidentales,Datos definitivos
1952,2017,Mujer,(60 a 64),julio,sábado,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
1953,2017,Hombre,(55 a 59),julio,sábado,Huila,Palermo,Violenta - Muertes accidentales,Datos definitivos
1954,2017,Hombre,(75 a 79),julio,domingo,Huila,Rivera,Violenta - Muertes accidentales,Datos definitivos
1955,2017,Hombre,(75 a 79),mayo,sábado,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
1956,2017,Hombre,(70 a 74),agosto,domingo,Caquetá,San Vicente del Caguán,Violenta - Muertes accidentales,Datos definitivos
1957,2017,Mujer,(70 a 74),agosto,jueves,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
1958,2017,Mujer,(00 a 04),agosto,sábado,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
1959,2017,Mujer,(80 y más),julio,sábado,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
1960,2017,Mujer,(80 y más),agosto,miércoles,Huila,Neiva,Violenta - Muertes accidentales,Datos definitivos
1961,2017,Hombre,(55 a 59),junio,viernes,Huila,Teruel,Violenta - Muertes accidentales,Datos definitivos
1962,2017,Hombre,(25 a 29),abril,domingo,Norte de Santander,Tibú,Violenta - Muertes accidentales,Datos definitivos
1963,2017,Hombre,(20 a 24),mayo,viernes,Norte de Santander,Hacarí,Violenta - Muertes accidentales,Datos definitivos
1964,2017,Hombre,(00 a 04),junio,martes,Cesar,Río de Oro,Violenta - Muertes accidentales,Datos definitivos
1965,2017,Hombre,(25 a 29),junio,jueves,Norte de Santander,Teorama,Violenta - Muertes accidentales,Datos definitivos
1966,2017,Hombre,(60 a 64),junio,viernes,Norte de Santander,Convención,Violenta - Muertes accidentales,Datos definitivos
1967,2017,Hombre,(35 a 39),julio,domingo,Norte de Santander,Ocaña,Violenta - Muertes accidentales,Datos definitivos
1968,2017,Hombre,(65 a 69),julio,viernes,Norte de Santander,Ocaña,Violenta - Muertes accidentales,Datos definitivos
1969,2017,Hombre,(20 a 24),agosto,lunes,Norte de Santander,Convención,Violenta - Muertes accidentales,Datos definitivos
1970,2017,Hombre,(65 a 69),agosto,domingo,Norte de Santander,El Carmen,Violenta - Muertes accidentales,Datos definitivos
1971,2017,Hombre,(55 a 59),mayo,miércoles,Valle del Cauca,Palmira,Violenta - Muertes accidentales,Datos definitivos
1972,2017,Hombre,(55 a 59),mayo,lunes,Valle del Cauca,Palmira,Violenta - Muertes accidentales,Datos definitivos
1973,2017,Hombre,(20 a 24),mayo,lunes,Valle del Cauca,Palmira,Violenta - Muertes accidentales,Datos definitivos
1974,2017,Hombre,(60 a 64),junio,viernes,Valle del Cauca,El Cerrito,Violenta - Muertes accidentales,Datos definitivos
1975,2017,Hombre,(00 a 04),julio,martes,Valle del Cauca,Palmira,Violenta - Muertes accidentales,Datos definitivos
1976,2017,Hombre,(60 a 64),agosto,sábado,Valle del Cauca,Palmira,Violenta - Muertes accidentales,Datos definitivos
1977,2017,Hombre,(15 a 17),agosto,miércoles,Valle del Cauca,Candelaria,Violenta - Muertes accidentales,Datos definitivos
1978,2017,Hombre,(20 a 24),mayo,miércoles,Norte de Santander,Pamplona,Violenta - Muertes accidentales,Datos definitivos
1979,2017,Hombre,(30 a 34),junio,domingo,Norte de Santander,Silos,Violenta - Muertes accidentales,Datos definitivos
1980,2017,Hombre,(40 a 44),julio,domingo,Norte de Santander,Pamplonita,Violenta - Muertes accidentales,Datos definitivos
1981,2017,Hombre,(80 y más),mayo,miércoles,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
1982,2017,Hombre,(80 y más),mayo,domingo,Nariño,San Andrés de Tumaco,Violenta - Muertes accidentales,Datos definitivos
1983,2017,Hombre,(55 a 59),mayo,lunes,Nariño,Túquerres,Violenta - Muertes accidentales,Datos definitivos
1984,2017,Hombre,(55 a 59),mayo,jueves,Nariño,Túquerres,Violenta - Muertes accidentales,Datos definitivos
1985,2017,Hombre,(65 a 69),mayo,viernes,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
1986,2017,Hombre,(65 a 69),mayo,viernes,Nariño,Taminango,Violenta - Muertes accidentales,Datos definitivos
1987,2017,Hombre,(70 a 74),mayo,viernes,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
1988,2017,Hombre,(50 a 54),mayo,miércoles,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
1989,2017,Hombre,(30 a 34),junio,sábado,Nariño,Mosquera,Violenta - Muertes accidentales,Datos definitivos
1990,2017,Hombre,(45 a 49),junio,domingo,Nariño,Túquerres,Violenta - Muertes accidentales,Datos definitivos
1991,2017,Hombre,(35 a 39),junio,domingo,Nariño,Yacuanquer,Violenta - Muertes accidentales,Datos definitivos
1992,2017,Hombre,(50 a 54),junio,viernes,Nariño,San Andrés de Tumaco,Violenta - Muertes accidentales,Datos definitivos
1993,2017,Hombre,(35 a 39),julio,martes,Putumayo,Puerto Asís,Violenta - Muertes accidentales,Datos definitivos
1994,2017,Hombre,(55 a 59),julio,miércoles,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
1995,2017,Hombre,(40 a 44),julio,viernes,Nariño,Taminango,Violenta - Muertes accidentales,Datos definitivos
1996,2017,Hombre,(70 a 74),julio,lunes,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
1997,2017,Hombre,(35 a 39),julio,domingo,Nariño,Arboleda,Violenta - Muertes accidentales,Datos definitivos
1998,2017,Mujer,(50 a 54),julio,miércoles,Nariño,Sandoná,Violenta - Muertes accidentales,Datos definitivos
1999,2017,Mujer,(75 a 79),agosto,sábado,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
2000,2017,Hombre,(25 a 29),agosto,domingo,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
2001,2017,Hombre,(65 a 69),agosto,sábado,Nariño,Túquerres,Violenta - Muertes accidentales,Datos definitivos
2002,2017,Hombre,(70 a 74),agosto,miércoles,Putumayo,Puerto Caicedo,Violenta - Muertes accidentales,Datos definitivos
2003,2017,Hombre,(40 a 44),agosto,lunes,Nariño,Samaniego,Violenta - Muertes accidentales,Datos definitivos
2004,2017,Hombre,(55 a 59),agosto,miércoles,Casanare,Pore,Violenta - Muertes accidentales,Datos definitivos
2005,2017,Hombre,(30 a 34),agosto,miércoles,Casanare,Pore,Violenta - Muertes accidentales,Datos definitivos
2006,2017,Hombre,(40 a 44),mayo,lunes,Risaralda,Pereira,Violenta - Muertes accidentales,Datos definitivos
2007,2017,Hombre,(35 a 39),mayo,jueves,Risaralda,Pereira,Violenta - Muertes accidentales,Datos definitivos
2008,2017,Hombre,(30 a 34),mayo,domingo,Risaralda,Pereira,Violenta - Muertes accidentales,Datos definitivos
2009,2017,Hombre,(20 a 24),mayo,domingo,Risaralda,Pereira,Violenta - Muertes accidentales,Datos definitivos
2010,2017,Hombre,(80 y más),mayo,viernes,Risaralda,Dosquebradas,Violenta - Muertes accidentales,Datos definitivos
2011,2017,Hombre,(60 a 64),mayo,jueves,Risaralda,Santuario,Violenta - Muertes accidentales,Datos definitivos
2012,2017,Mujer,(80 y más),mayo,viernes,Risaralda,Dosquebradas,Violenta - Muertes accidentales,Datos definitivos
2013,2017,Hombre,(25 a 29),junio,jueves,Risaralda,Pereira,Violenta - Muertes accidentales,Datos definitivos
2014,2017,Hombre,(80 y más),mayo,viernes,Risaralda,Pereira,Violenta - Muertes accidentales,Datos definitivos
2015,2017,Hombre,(20 a 24),junio,domingo,Quindío,La Tebaida,Violenta - Muertes accidentales,Datos definitivos
2016,2017,Hombre,(40 a 44),junio,domingo,Risaralda,Pereira,Violenta - Muertes accidentales,Datos definitivos
2017,2017,Mujer,(45 a 49),junio,martes,Risaralda,Pereira,Violenta - Muertes accidentales,Datos definitivos
2018,2017,Hombre,(65 a 69),junio,domingo,Risaralda,Dosquebradas,Violenta - Muertes accidentales,Datos definitivos
2019,2017,Hombre,(10 a 14),julio,domingo,Risaralda,La Virginia,Violenta - Muertes accidentales,Datos definitivos
2020,2017,Hombre,(20 a 24),julio,domingo,Risaralda,Pereira,Violenta - Muertes accidentales,Datos definitivos
2021,2017,Hombre,(80 y más),junio,jueves,Risaralda,Pereira,Violenta - Muertes accidentales,Datos definitivos
2022,2017,Hombre,(80 y más),agosto,martes,Risaralda,Santa Rosa de Cabal,Violenta - Muertes accidentales,Datos definitivos
2023,2017,Mujer,(40 a 44),julio,lunes,Risaralda,Pueblo Rico,Violenta - Muertes accidentales,Datos definitivos
2024,2017,Hombre,(00 a 04),mayo,miércoles,Huila,Pitalito,Violenta - Muertes accidentales,Datos definitivos
2025,2017,Hombre,(75 a 79),mayo,lunes,Huila,Pitalito,Violenta - Muertes accidentales,Datos definitivos
2026,2017,Mujer,(75 a 79),mayo,sábado,Huila,San Agustín,Violenta - Muertes accidentales,Datos definitivos
2027,2017,Hombre,(00 a 04),junio,sábado,Huila,Suaza,Violenta - Muertes accidentales,Datos definitivos
2028,2017,Hombre,(10 a 14),junio,domingo,Huila,Pitalito,Violenta - Muertes accidentales,Datos definitivos
2029,2017,Hombre,(80 y más),julio,lunes,Huila,San Agustín,Violenta - Muertes accidentales,Datos definitivos
2030,2017,Hombre,(30 a 34),agosto,viernes,Huila,Pitalito,Violenta - Muertes accidentales,Datos definitivos
2031,2017,Hombre,(30 a 34),julio,jueves,Huila,Timaná,Violenta - Muertes accidentales,Datos definitivos
2032,2017,Hombre,(05 a 09),junio,sábado,Magdalena,Plato,Violenta - Muertes accidentales,Datos definitivos
2033,2017,Hombre,(00 a 04),junio,martes,Magdalena,Plato,Violenta - Muertes accidentales,Datos definitivos
2034,2017,Hombre,(75 a 79),julio,miércoles,Magdalena,Plato,Violenta - Muertes accidentales,Datos definitivos
2035,2017,Hombre,(65 a 69),agosto,jueves,Magdalena,Plato,Violenta - Muertes accidentales,Datos definitivos
2036,2017,Hombre,(55 a 59),mayo,miércoles,Cauca,Balboa,Violenta - Muertes accidentales,Datos definitivos
2037,2017,Hombre,(40 a 44),febrero,viernes,Nariño,San Andrés de Tumaco,Violenta - Muertes accidentales,Datos definitivos
2038,2017,Hombre,(20 a 24),junio,jueves,Cauca,Popayán,Violenta - Muertes accidentales,Datos definitivos
2039,2017,Hombre,(50 a 54),junio,viernes,Cauca,Popayán,Violenta - Muertes accidentales,Datos definitivos
2040,2017,Hombre,(05 a 09),junio,viernes,Cauca,Silvia,Violenta - Muertes accidentales,Datos definitivos
2041,2017,Hombre,(45 a 49),julio,domingo,Cauca,Timbío,Violenta - Muertes accidentales,Datos definitivos
2042,2017,Hombre,(20 a 24),julio,sábado,Cauca,Popayán,Violenta - Muertes accidentales,Datos definitivos
2043,2017,Mujer,(45 a 49),mayo,domingo,Huila,Palestina,Violenta - Muertes accidentales,Datos definitivos
2044,2017,Hombre,(60 a 64),julio,miércoles,Cauca,Popayán,Violenta - Muertes accidentales,Datos definitivos
2045,2017,Mujer,(80 y más),julio,miércoles,Cauca,Popayán,Violenta - Muertes accidentales,Datos definitivos
2046,2017,Hombre,(50 a 54),julio,viernes,Cauca,Popayán,Violenta - Muertes accidentales,Datos definitivos
2047,2017,Hombre,(10 a 14),julio,domingo,Cauca,López de Micay,Violenta - Muertes accidentales,Datos definitivos
2048,2017,Hombre,(50 a 54),agosto,lunes,Cauca,Bolívar,Violenta - Muertes accidentales,Datos definitivos
2049,2017,Hombre,(25 a 29),agosto,viernes,Cauca,El Tambo,Violenta - Muertes accidentales,Datos definitivos
2050,2017,Hombre,(00 a 04),agosto,domingo,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
2051,2017,Hombre,(00 a 04),agosto,lunes,Cauca,Silvia,Violenta - Muertes accidentales,Datos definitivos
2052,2017,Hombre,(20 a 24),mayo,martes,Putumayo,Puerto Asís,Violenta - Muertes accidentales,Datos definitivos
2053,2017,Hombre,(20 a 24),junio,martes,Putumayo,Puerto Asís,Violenta - Muertes accidentales,Datos definitivos
2054,2017,Hombre,(15 a 17),julio,sábado,Putumayo,Puerto Caicedo,Violenta - Muertes accidentales,Datos definitivos
2055,2017,Hombre,(20 a 24),julio,jueves,Putumayo,Puerto Asís,Violenta - Muertes accidentales,Datos definitivos
2056,2017,Hombre,(25 a 29),agosto,viernes,Putumayo,Valle del Guamuez,Violenta - Muertes accidentales,Datos definitivos
2057,2017,Hombre,(25 a 29),julio,sábado,Santander,Cimitarra,Violenta - Muertes accidentales,Datos definitivos
2058,2017,Hombre,(30 a 34),agosto,miércoles,Antioquia,Puerto Berrío,Violenta - Muertes accidentales,Datos definitivos
2059,2017,Hombre,(35 a 39),agosto,jueves,Antioquia,Remedios,Violenta - Muertes accidentales,Datos definitivos
2060,2017,Hombre,(10 a 14),julio,sábado,Vichada,Puerto Carreño,Violenta - Muertes accidentales,Datos definitivos
2061,2017,Mujer,(10 a 14),julio,sábado,Vichada,Puerto Carreño,Violenta - Muertes accidentales,Datos definitivos
2062,2017,Hombre,(40 a 44),julio,lunes,Córdoba,Puerto Libertador,Violenta - Muertes accidentales,Datos definitivos
2063,2017,Hombre,(60 a 64),agosto,miércoles,Córdoba,Puerto Libertador,Violenta - Muertes accidentales,Datos definitivos
2064,2017,Hombre,(30 a 34),agosto,domingo,Antioquia,Puerto Triunfo,Violenta - Muertes accidentales,Datos definitivos
2065,2017,Hombre,(25 a 29),junio,miércoles,Chocó,Quibdó,Violenta - Muertes accidentales,Datos definitivos
2066,2017,Hombre,(55 a 59),julio,martes,Chocó,Quibdó,Violenta - Muertes accidentales,Datos definitivos
2067,2017,Hombre,(70 a 74),julio,sábado,Chocó,Quibdó,Violenta - Muertes accidentales,Datos definitivos
2068,2017,Mujer,(05 a 09),julio,lunes,Chocó,Quibdó,Violenta - Muertes accidentales,Datos definitivos
2069,2017,Mujer,(00 a 04),agosto,miércoles,Chocó,Bojayá,Violenta - Muertes accidentales,Datos definitivos
2070,2017,Hombre,(10 a 14),agosto,sábado,Chocó,Quibdó,Violenta - Muertes accidentales,Datos definitivos
2071,2017,Hombre,(20 a 24),mayo,domingo,La Guajira,Riohacha,Violenta - Muertes accidentales,Datos definitivos
2072,2017,Hombre,(15 a 17),mayo,miércoles,La Guajira,Riohacha,Violenta - Muertes accidentales,Datos definitivos
2073,2017,Hombre,(30 a 34),junio,lunes,La Guajira,Riohacha,Violenta - Muertes accidentales,Datos definitivos
2074,2017,Hombre,(40 a 44),junio,lunes,La Guajira,Riohacha,Violenta - Muertes accidentales,Datos definitivos
2075,2017,Hombre,(00 a 04),junio,viernes,La Guajira,Riohacha,Violenta - Muertes accidentales,Datos definitivos
2076,2017,Hombre,(30 a 34),julio,sábado,La Guajira,Dibulla,Violenta - Muertes accidentales,Datos definitivos
2077,2017,Hombre,(30 a 34),julio,sábado,La Guajira,Dibulla,Violenta - Muertes accidentales,Datos definitivos
2078,2017,Hombre,(80 y más),junio,lunes,Antioquia,Rionegro,Violenta - Muertes accidentales,Datos definitivos
2079,2017,Hombre,(55 a 59),julio,lunes,Antioquia,Rionegro,Violenta - Muertes accidentales,Datos definitivos
2080,2017,Hombre,(70 a 74),agosto,domingo,Antioquia,Rionegro,Violenta - Muertes accidentales,Datos definitivos
2081,2017,Hombre,(25 a 29),mayo,jueves,Valle del Cauca,La Unión,Violenta - Muertes accidentales,Datos definitivos
2082,2017,Hombre,(18 a 19),mayo,jueves,Valle del Cauca,La Unión,Violenta - Muertes accidentales,Datos definitivos
2083,2017,Hombre,(35 a 39),mayo,jueves,Valle del Cauca,La Unión,Violenta - Muertes accidentales,Datos definitivos
2084,2017,Hombre,(20 a 24),mayo,sábado,Valle del Cauca,Roldanillo,Violenta - Muertes accidentales,Datos definitivos
2085,2017,Hombre,(40 a 44),junio,jueves,Chocó,Sipí,Violenta - Muertes accidentales,Datos definitivos
4549,2016,Hombre,(50 a 54),mayo,sábado,Nariño,Pasto,Violenta - Muertes accidentales,Datos definitivos
2086,2017,Hombre,(65 a 69),julio,viernes,Valle del Cauca,Versalles,Violenta - Muertes accidentales,Datos definitivos
2087,2017,Hombre,(20 a 24),julio,domingo,Valle del Cauca,La Victoria,Violenta - Muertes accidentales,Datos definitivos
2088,2017,Hombre,(25 a 29),julio,sábado,Antioquia,Sabaneta,Violenta - Muertes accidentales,Datos definitivos
2089,2017,Hombre,(80 y más),agosto,jueves,Caldas,Aguadas,Violenta - Muertes accidentales,Datos definitivos
2090,2017,Hombre,(75 a 79),agosto,sábado,Caldas,Aguadas,Violenta - Muertes accidentales,Datos definitivos
2091,2017,Hombre,(20 a 24),julio,viernes,Caldas,Filadelfia,Violenta - Muertes accidentales,Datos definitivos
2092,2017,Hombre,(70 a 74),julio,jueves,Caldas,Marulanda,Violenta - Muertes accidentales,Datos definitivos
2093,2017,Hombre,(20 a 24),mayo,miércoles,"Archipiélago de San Andrés, Providencia y Santa Catalina",San Andrés,Violenta - Muertes accidentales,Datos definitivos
2094,2017,Hombre,(00 a 04),mayo,miércoles,"Archipiélago de San Andrés, Providencia y Santa Catalina",San Andrés,Violenta - Muertes accidentales,Datos definitivos
2095,2017,Hombre,(20 a 24),junio,lunes,Antioquia,San Carlos,Violenta - Muertes accidentales,Datos definitivos
2096,2017,Mujer,(20 a 24),agosto,lunes,Santander,Encino,Violenta - Muertes accidentales,Datos definitivos
